Gene 1,Gene 2,Confidence Score
SPU_007599,SPU_000975,0.011910592
SPU_012253,SPU_000016,0.01190879
SPU_014576,SPU_017379,0.011907404
SPU_004414,SPU_022892,0.011905186
SPU_027053,SPU_023037,0.011903661
SPU_004217,SPU_022841,0.011903107
SPU_006991,SPU_007087,0.011901998
SPU_017470,SPU_002025,0.011901582
SPU_024877,SPU_004021,0.011901443
SPU_022816,SPU_017656,0.011898671
SPU_015828,SPU_027053,0.011897562
SPU_000276,SPU_016792,0.011897008
SPU_019290,SPU_011202,0.011896731
SPU_016443,SPU_020330_1,0.011894513
SPU_012253,SPU_006871,0.011892433
SPU_015243,SPU_026633,0.011890216
SPU_018355,SPU_014763,0.01187774
SPU_007253,SPU_013570,0.011876493
SPU_015908,SPU_023065,0.011871087
SPU_003166,SPU_018797,0.011862909
SPU_021172,SPU_017511,0.011861938
SPU_013047,SPU_004340,0.011859998
SPU_012253,SPU_017656,0.011859166
SPU_014418,SPU_012699,0.011855285
SPU_003179,SPU_014687,0.011852374
SPU_019002,SPU_000016_1,0.011849879
SPU_011189,SPU_012648_1,0.011848215
SPU_006991,SPU_012469,0.011847522
SPU_015374,SPU_013810_1,0.011844196
SPU_023037,SPU_016250,0.011839483
SPU_014793,SPU_013689_1,0.011839205
SPU_020311,SPU_011130,0.011837819
SPU_015772,SPU_000975,0.011835186
SPU_006814,SPU_024610,0.01183075
SPU_018391,SPU_011720,0.011826176
SPU_014836,SPU_003179,0.011826176
SPU_009831,SPU_022955_1,0.011820354
SPU_014332,SPU_014836,0.011819106
SPU_006312,SPU_012632,0.011818829
SPU_006787,SPU_016786,0.011818552
SPU_010424,SPU_014684,0.011818413
SPU_026962,SPU_013810_1,0.011817027
SPU_008845,SPU_019652,0.011810651
SPU_021172,SPU_012912,0.011807047
SPU_023730,SPU_015772,0.011806215
SPU_024139,SPU_008353_1,0.011804275
SPU_024877,SPU_005955,0.011803582
SPU_020123,SPU_013810_1,0.011802888
SPU_013015,SPU_013967,0.011802334
SPU_002816,SPU_007147,0.011796235
SPU_013689,SPU_014763,0.011796096
SPU_017379,SPU_006484,0.011789304
SPU_013015,SPU_006242,0.01178875
SPU_004217,SPU_022678,0.011783205
SPU_002320,SPU_013611,0.011782512
SPU_015456,SPU_003937,0.011778631
SPU_014418,SPU_015456,0.011770591
SPU_011189,SPU_005667,0.011765878
SPU_018581,SPU_011272,0.011756175
SPU_008845,SPU_004148,0.011754512
SPU_017407,SPU_014684,0.011744809
SPU_022846,SPU_012699,0.011739819
SPU_018392,SPU_014722,0.011730254
SPU_015829,SPU_015828,0.011725403
SPU_021172,SPU_013810_1,0.011714868
SPU_011202,SPU_018393,0.01170974
SPU_021557,SPU_022654,0.01170267
SPU_014461,SPU_019366,0.0117017
SPU_007599,SPU_001657,0.011701423
SPU_018056,SPU_022841,0.011698789
SPU_008117_1,SPU_000016,0.011698373
SPU_019332,SPU_019825,0.011690749
SPU_015243,SPU_021210,0.011689779
SPU_017971,SPU_030139,0.011680908
SPU_007253,SPU_016045,0.011677581
SPU_018126,SPU_027472,0.011674531
SPU_012384,SPU_017656,0.011673977
SPU_002874,SPU_018355,0.011672868
SPU_006421,SPU_020726,0.011663304
SPU_005572,SPU_013569,0.011654848
SPU_018392,SPU_018391,0.011651937
SPU_006786,SPU_011297,0.011646531
SPU_014197,SPU_023757,0.011645284
SPU_019002,SPU_006333,0.011644591
SPU_019332,SPU_028746,0.011641957
SPU_023366,SPU_013810,0.011641957
SPU_012253,SPU_002707,0.01164168
SPU_024139,SPU_002950,0.011638076
SPU_004148,SPU_002008,0.011637106
SPU_009876,SPU_017379,0.011636274
SPU_015640,SPU_004024,0.011635304
SPU_004021,SPU_028148,0.011633917
SPU_022846,SPU_004924,0.011630591
SPU_021608,SPU_002320,0.011624353
SPU_024139,SPU_005955_1,0.011621303
SPU_016881,SPU_012699,0.011614511
SPU_000739,SPU_018797,0.011614373
SPU_008528,SPU_019332,0.011614234
SPU_024877,SPU_002950,0.011610353
SPU_007644,SPU_026385,0.011606472
SPU_006991,SPU_012877,0.011599818
SPU_014401,SPU_014418,0.011591917
SPU_002592,SPU_021557,0.01158859
SPU_026763,SPU_001262_1,0.011585125
SPU_006917,SPU_010305,0.011584986
SPU_009876,SPU_007360_1,0.011583046
SPU_012648,SPU_021382,0.011579303
SPU_009831,SPU_006058,0.011569877
SPU_007253,SPU_014289,0.011562531
SPU_026465,SPU_018392,0.011560868
SPU_008528,SPU_022955,0.011550333
SPU_020565,SPU_015772,0.011546729
SPU_007262,SPU_022654,0.011546174
SPU_018744,SPU_022678,0.011543541
SPU_003704,SPU_022678,0.011541323
SPU_022049,SPU_008196,0.011540907
SPU_007644,SPU_005667,0.011534392
SPU_008703,SPU_023730,0.011533699
SPU_000276,SPU_020803,0.011532867
SPU_012384,SPU_009685,0.011529263
SPU_008117,SPU_005667,0.011519283
SPU_011189,SPU_015828,0.01151263
SPU_006421,SPU_000016,0.011506392
SPU_005572,SPU_006808,0.011506392
SPU_006753,SPU_012632,0.011505006
SPU_024189,SPU_015199,0.011502649
SPU_001262,SPU_022678,0.011490451
SPU_020565,SPU_021726,0.011490035
SPU_028479,SPU_014763,0.011489481
SPU_009048,SPU_004340,0.011489342
SPU_005572,SPU_010924_1,0.011488095
SPU_007981,SPU_004217,0.01148657
SPU_022816,SPU_022800,0.011486016
SPU_009831,SPU_002309,0.011485184
SPU_007262,SPU_015682,0.01148463
SPU_027774,SPU_018673,0.011481996
SPU_022049,SPU_026205,0.01147659
SPU_027774,SPU_005708,0.011473125
SPU_006991,SPU_006312,0.011469521
SPU_012648,SPU_004148,0.011466332
SPU_015719,SPU_019656,0.011465223
SPU_007262,SPU_024555,0.011463699
SPU_021172,SPU_028583,0.01145857
SPU_001998,SPU_013576,0.011455382
SPU_000749,SPU_030073,0.011446788
SPU_009876,SPU_001113,0.011440827
SPU_014576,SPU_013576,0.011440689
SPU_007262,SPU_027774,0.011435283
SPU_018393,SPU_013305,0.011434867
SPU_000757,SPU_004340,0.01143251
SPU_011635,SPU_022955_1,0.011430708
SPU_004021,SPU_015456,0.0114296
SPU_005718,SPU_023730,0.011424471
SPU_008196_1,SPU_012877_1,0.011424194
SPU_008196,SPU_007863,0.011420312
SPU_004723,SPU_024745,0.011418233
SPU_002320,SPU_017750,0.01141352
SPU_006753,SPU_018797,0.011408807
SPU_019002,SPU_005667,0.011405342
SPU_008112,SPU_022817,0.011403124
SPU_027472,SPU_000975,0.011400906
SPU_011297,SPU_015362,0.011397025
SPU_003470,SPU_024555,0.011394114
SPU_023730,SPU_020082,0.01139356
SPU_004414,SPU_005522,0.011390787
SPU_017407,SPU_003378,0.011386629
SPU_013119,SPU_021119,0.011385104
SPU_014197,SPU_004021,0.011381916
SPU_023894,SPU_002816,0.011379698
SPU_003595,SPU_000948,0.011377203
SPU_020722,SPU_011720,0.01137554
SPU_010295,SPU_026465,0.011375124
SPU_012384,SPU_006991,0.011365975
SPU_007262,SPU_024903,0.011362233
SPU_024918,SPU_018392,0.011353223
SPU_009642,SPU_014763,0.011350867
SPU_004021,SPU_012203,0.011350867
SPU_012546,SPU_010458,0.011346569
SPU_006803,SPU_015071_1,0.011346292
SPU_018391,SPU_007262,0.011338807
SPU_025584,SPU_013569,0.011338668
SPU_014722,SPU_012648,0.011337282
SPU_012490,SPU_002836,0.011336589
SPU_020123,SPU_014687,0.011336173
SPU_001113,SPU_015719,0.011335619
SPU_004021,SPU_001113,0.011334094
SPU_026099,SPU_002816,0.011331183
SPU_009831,SPU_005667,0.011319817
SPU_018126,SPU_008353_1,0.011318985
SPU_027472,SPU_004217,0.011314549
SPU_018056,SPU_018355_1,0.011302767
SPU_007644,SPU_022717,0.011299302
SPU_000739,SPU_020311,0.011298193
SPU_006753,SPU_002008,0.011293896
SPU_013569,SPU_022841,0.011286688
SPU_014332,SPU_019033,0.011286272
SPU_002592,SPU_012877,0.011279341
SPU_002603,SPU_014752,0.011277955
SPU_002816,SPU_027362,0.011272272
SPU_026763,SPU_021210,0.011271302
SPU_017407,SPU_005708,0.011268391
SPU_017837,SPU_002554,0.011268252
SPU_008845,SPU_011720,0.011262985
SPU_024918,SPU_014722,0.011258549
SPU_007147,SPU_020330_1,0.011257718
SPU_003166,SPU_026465,0.0112555
SPU_021210,SPU_005435,0.011254252
SPU_004217,SPU_024901_1,0.011244549
SPU_006484,SPU_000437,0.011244133
SPU_000424,SPU_016490,0.01124247
SPU_011174,SPU_020123,0.0112415
SPU_002592,SPU_028255,0.011238173
SPU_007599,SPU_012699,0.011232351
SPU_007262,SPU_002008,0.011218905
SPU_008528,SPU_008377,0.011218628
SPU_014576,SPU_009178,0.011216688
SPU_017725,SPU_013510,0.011216133
SPU_011635,SPU_011272_1,0.011214193
SPU_000739,SPU_021666,0.0112074
SPU_015243,SPU_007317,0.011206153
SPU_020722,SPU_022487,0.011201163
SPU_002320,SPU_001483,0.01119243
SPU_015243,SPU_003548,0.011189242
SPU_004148,SPU_010698,0.011186747
SPU_028255,SPU_014687,0.011185915
SPU_012648,SPU_024901_1,0.011174687
SPU_011635,SPU_024555,0.011169143
SPU_006991,SPU_002836,0.011168034
SPU_015772,SPU_013119,0.011167618
SPU_000440,SPU_021557,0.011167479
SPU_025632,SPU_019366,0.011165123
SPU_021172,SPU_020124,0.011164984
SPU_005572,SPU_006871,0.011163044
SPU_004217,SPU_014722,0.011156806
SPU_005358,SPU_002320,0.011153618
SPU_026205,SPU_002428,0.011149875
SPU_012546,SPU_006871,0.01114946
SPU_022242,SPU_028583,0.011148628
SPU_015712,SPU_023730,0.011143361
SPU_022846,SPU_014401,0.011139479
SPU_014461,SPU_021119,0.011135321
SPU_014170,SPU_018393,0.011131994
SPU_008845,SPU_005035,0.011125063
SPU_006462,SPU_021210,0.011122291
SPU_008528,SPU_018673,0.011121182
SPU_025888,SPU_004021,0.011102192
SPU_014628,SPU_001262_2,0.0110954
SPU_023386,SPU_006484,0.011094568
SPU_012648,SPU_011270,0.011091519
SPU_000756,SPU_024044,0.011091241
SPU_019656,SPU_024946,0.011089994
SPU_001262_2,SPU_022678,0.011083063
SPU_021172,SPU_014687,0.01108043
SPU_002791,SPU_012949,0.011080152
SPU_014793,SPU_011272,0.011078212
SPU_008936,SPU_015362,0.011076826
SPU_014722,SPU_015828,0.011075994
SPU_008845,SPU_018673,0.0110674
SPU_002603,SPU_014687,0.011067261
SPU_019290,SPU_024093,0.011061994
SPU_004217,SPU_006063,0.011061578
SPU_019332,SPU_010873,0.011061439
SPU_007644,SPU_006063,0.011057558
SPU_027053,SPU_022955_1,0.011055479
SPU_003378,SPU_009756,0.011052429
SPU_027214,SPU_016523,0.011040924
SPU_007262,SPU_022955_1,0.011039261
SPU_012914,SPU_014055,0.011038429
SPU_002129,SPU_028255,0.011037043
SPU_009831,SPU_018355,0.011034825
SPU_023037,SPU_010873,0.01103441
SPU_001262_2,SPU_017441,0.011029835
SPU_019332,SPU_023839,0.011020825
SPU_003102,SPU_014055,0.011016528
SPU_023177,SPU_003586,0.011015697
SPU_002816,SPU_010634,0.011005023
SPU_027214,SPU_017348,0.011002528
SPU_013015,SPU_014687,0.011002251
SPU_017106,SPU_004021,0.010999479
SPU_000440,SPU_008377_2,0.010993518
SPU_024139,SPU_023894,0.010992687
SPU_027235,SPU_022654,0.0109913
SPU_008117,SPU_011226,0.010988251
SPU_009831,SPU_013689,0.010987696
SPU_027053,SPU_008698,0.010984647
SPU_021557,SPU_002025,0.010982845
SPU_023730,SPU_002950,0.010981182
SPU_007262,SPU_022817,0.01097536
SPU_025590,SPU_010924_1,0.010970785
SPU_002874,SPU_012648_1,0.010962607
SPU_006786,SPU_015456,0.010962469
SPU_006312,SPU_020124,0.010960528
SPU_003595,SPU_019825,0.010957063
SPU_015108,SPU_017492,0.010954706
SPU_024903,SPU_028255,0.010954152
SPU_016443,SPU_006786,0.010953597
SPU_014802,SPU_020803,0.01095235
SPU_017106,SPU_002950,0.0109493
SPU_004702,SPU_010873,0.010948746
SPU_007262,SPU_013904,0.010948607
SPU_000975,SPU_012699,0.010946528
SPU_012384,SPU_020124,0.010940983
SPU_012253,SPU_009079_1,0.010936686
SPU_010424,SPU_013689,0.010932389
SPU_000485,SPU_020803,0.010927815
SPU_001262_2,SPU_014683,0.010915617
SPU_028479,SPU_010305,0.010912013
SPU_005358,SPU_026205,0.010909379
SPU_004723,SPU_015682,0.010909102
SPU_006814,SPU_013570,0.010905082
SPU_025584,SPU_008563,0.010897597
SPU_004414,SPU_007360_1,0.01089732
SPU_003704,SPU_006063,0.010896349
SPU_005572,SPU_000739,0.010891359
SPU_007253,SPU_013140_1,0.010886092
SPU_006312,SPU_013510,0.010884567
SPU_026099,SPU_008595_1,0.010883458
SPU_014802,SPU_030073,0.010882349
SPU_020124,SPU_007087,0.010875141
SPU_015358,SPU_009685,0.010867518
SPU_017348,SPU_003378,0.010866963
SPU_006991,SPU_002309,0.010866686
SPU_006808,SPU_002025,0.010864468
SPU_027598,SPU_003937,0.010864191
SPU_015828,SPU_014722,0.010857676
SPU_018391,SPU_012948,0.010857537
SPU_002677,SPU_027145,0.010853656
SPU_024139,SPU_020082,0.010853379
SPU_004021,SPU_006786,0.010850191
SPU_000424,SPU_021172,0.010847973
SPU_003166,SPU_028583,0.010846864
SPU_015828,SPU_000806,0.010846032
SPU_000485,SPU_015772,0.010839379
SPU_015358,SPU_011270,0.010835359
SPU_012384,SPU_010924,0.010826072
SPU_013015,SPU_013202,0.010810963
SPU_014401,SPU_025632,0.0108093
SPU_024139,SPU_004021,0.010807775
SPU_027472,SPU_015772,0.010806943
SPU_019656,SPU_007147,0.010803755
SPU_017635,SPU_026633,0.010801537
SPU_015828,SPU_018392,0.010798903
SPU_000756,SPU_013810_1,0.010794468
SPU_000757,SPU_018861,0.010783101
SPU_005572,SPU_014684,0.010780606
SPU_018391,SPU_019384,0.010777002
SPU_001739,SPU_024139,0.01077021
SPU_015712,SPU_013570,0.010765636
SPU_015358,SPU_010924_1,0.010761893
SPU_015358,SPU_021557,0.010758705
SPU_012253,SPU_020124,0.010758705
SPU_000861,SPU_002008,0.010746646
SPU_015243,SPU_007721,0.010740963
SPU_015772,SPU_012699,0.010736527
SPU_012490,SPU_018908,0.010734586
SPU_018126,SPU_013570,0.010732923
SPU_025632,SPU_020330_1,0.010731537
SPU_006814,SPU_016523,0.010727794
SPU_022163,SPU_012877,0.010725715
SPU_026905,SPU_012648_1,0.010725299
SPU_013689,SPU_025010,0.010719893
SPU_017725,SPU_012632,0.010717121
SPU_020565,SPU_001113,0.010714626
SPU_018581,SPU_022800,0.010707834
SPU_008528,SPU_014722,0.010706863
SPU_018355,SPU_010873,0.010703814
SPU_008703,SPU_015772,0.010702151
SPU_011297,SPU_020330_1,0.010694527
SPU_027472,SPU_002816,0.010687873
SPU_022846,SPU_011202,0.010679695
SPU_019332,SPU_009847,0.010678309
SPU_024903,SPU_007087,0.01067623
SPU_018391,SPU_011635,0.010675814
SPU_015829,SPU_014722,0.010674982
SPU_006753,SPU_002025,0.010673735
SPU_024877,SPU_012489,0.010665695
SPU_002874,SPU_010873,0.010663754
SPU_001262_1,SPU_022678,0.010662507
SPU_028255,SPU_013689,0.010660428
SPU_013569,SPU_024901_1,0.01065821
SPU_024189,SPU_009876,0.010649616
SPU_008117,SPU_010924,0.010646982
SPU_020637,SPU_009474,0.010643794
SPU_012648,SPU_014722,0.010642408
SPU_018483,SPU_020123,0.010638388
SPU_024877,SPU_000437,0.010638388
SPU_025590,SPU_013510,0.010631596
SPU_025584,SPU_018355,0.010630348
SPU_028120,SPU_012877_1,0.010626467
SPU_027235,SPU_020123,0.010624526
SPU_010351,SPU_024139,0.010613853
SPU_018355,SPU_022678,0.010612051
SPU_006991,SPU_013689_1,0.0106072
SPU_022816,SPU_004340,0.010605536
SPU_011297,SPU_024093,0.010598605
SPU_013015,SPU_006484,0.01059611
SPU_015719,SPU_015767,0.010592368
SPU_012772,SPU_023140,0.010591952
SPU_016443,SPU_014802,0.010591813
SPU_012469,SPU_000016,0.010591536
SPU_010305,SPU_012491,0.010587378
SPU_006991,SPU_022654,0.010580031
SPU_015829,SPU_000806,0.010579615
SPU_002592,SPU_028583,0.010572823
SPU_004414,SPU_011348,0.010569774
SPU_022846,SPU_006786,0.010565754
SPU_006312,SPU_010924_1,0.010565477
SPU_013047,SPU_008353_1,0.010565061
SPU_028120,SPU_013570,0.010564645
SPU_019290,SPU_012699,0.010560764
SPU_005718,SPU_002950,0.010560209
SPU_028827,SPU_006312,0.010547734
SPU_023037,SPU_024745,0.010547595
SPU_000757,SPU_009474,0.010543853
SPU_011576,SPU_005955_1,0.010543853
SPU_009771,SPU_022573,0.010542467
SPU_018581,SPU_005667,0.010540387
SPU_009642,SPU_013569,0.010540249
SPU_009831,SPU_006063,0.010539001
SPU_027774,SPU_023839,0.010538447
SPU_002874,SPU_005667,0.010534843
SPU_002592,SPU_020124,0.010534011
SPU_014332,SPU_015682,0.010533872
SPU_005572,SPU_011270,0.010531377
SPU_017635,SPU_002554,0.010530823
SPU_012469,SPU_028255,0.010526387
SPU_015243,SPU_011687,0.010522783
SPU_004217,SPU_000603,0.010510169
SPU_027472,SPU_002950,0.010501021
SPU_022163,SPU_010924,0.010497971
SPU_011297,SPU_006786,0.010493951
SPU_012490,SPU_003548,0.010484803
SPU_015772,SPU_002816,0.010482862
SPU_000757,SPU_027472,0.010477734
SPU_023386,SPU_007863,0.010474684
SPU_014170,SPU_012489,0.010471773
SPU_014461,SPU_015767,0.01047011
SPU_003102,SPU_000016_1,0.010467337
SPU_024918,SPU_023090,0.010467337
SPU_018056,SPU_022678,0.010464149
SPU_002320,SPU_022654,0.010464149
SPU_005718,SPU_020082,0.010456664
SPU_003166,SPU_014687,0.010454724
SPU_000485,SPU_005955_1,0.010454308
SPU_007981,SPU_023839,0.010452644
SPU_028827,SPU_002631,0.010451258
SPU_018393,SPU_012489,0.010443357
SPU_017404_1,SPU_019332,0.01044211
SPU_011635,SPU_024745,0.010441971
SPU_027053,SPU_015829,0.010439337
SPU_006991,SPU_022473,0.010439337
SPU_012253,SPU_012877,0.010439337
SPU_024877,SPU_027935_1,0.010438506
SPU_015374,SPU_014687,0.010438228
SPU_000757,SPU_002950,0.010437674
SPU_013047,SPU_004021,0.010436981
SPU_006803,SPU_021757,0.010434486
SPU_020722,SPU_022697,0.010422981
SPU_018056,SPU_006063,0.010422565
SPU_010295,SPU_014055,0.010419515
SPU_006808,SPU_007108,0.010418822
SPU_025584,SPU_007863,0.010418268
SPU_000485,SPU_015362,0.010413694
SPU_027935,SPU_022473,0.010409397
SPU_018391,SPU_004148,0.010408288
SPU_014170,SPU_007147,0.010399139
SPU_009831,SPU_011226,0.010395812
SPU_003102,SPU_015682,0.010395258
SPU_025584,SPU_004983,0.010395119
SPU_003102,SPU_012469,0.010392901
SPU_003166,SPU_020124,0.010385832
SPU_021192,SPU_004024,0.01038001
SPU_001739,SPU_027472,0.010371139
SPU_015358,SPU_014643,0.010371
SPU_007253,SPU_002950,0.010370307
SPU_006484,SPU_020082,0.01036906
SPU_006786,SPU_012008,0.010364347
SPU_008936,SPU_002816,0.010362129
SPU_005572,SPU_015466,0.010356862
SPU_006803,SPU_002025_1,0.010344386
SPU_005718,SPU_024610,0.010339396
SPU_019366,SPU_020803,0.01033704
SPU_014418,SPU_019290,0.010325396
SPU_021192,SPU_012489,0.01031306
SPU_005358,SPU_004037,0.01030599
SPU_020311,SPU_014055,0.010296426
SPU_009831,SPU_014683,0.010291574
SPU_014332,SPU_013510,0.010290604
SPU_002634,SPU_021119,0.010289079
SPU_011202,SPU_016792,0.010287416
SPU_002816,SPU_012008,0.010282842
SPU_013047,SPU_002950,0.010278406
SPU_006753,SPU_007087,0.010277851
SPU_002874,SPU_013861,0.010277297
SPU_017379,SPU_014289,0.010275356
SPU_017837,SPU_013611,0.010273554
SPU_004723,SPU_007644,0.010272307
SPU_008117_1,SPU_000016_1,0.010263574
SPU_000861,SPU_018908,0.010250544
SPU_006991,SPU_021210,0.010249435
SPU_000739,SPU_013510,0.010244168
SPU_006787,SPU_005955_1,0.010243614
SPU_007981,SPU_001415,0.010243475
SPU_010295,SPU_000016,0.010236683
SPU_015829,SPU_018392,0.010236267
SPU_012546,SPU_000016_1,0.010233079
SPU_018355,SPU_006063,0.010228366
SPU_007599,SPU_012050,0.010224901
SPU_027053,SPU_001415,0.010222128
SPU_021608,SPU_017656,0.010218524
SPU_015908,SPU_000310,0.01021797
SPU_024877,SPU_001113,0.010211732
SPU_022163,SPU_022473,0.010209376
SPU_013047,SPU_027472,0.01020591
SPU_014418,SPU_008353_1,0.010205495
SPU_009831,SPU_020480_1,0.010198148
SPU_010424,SPU_021666,0.010197039
SPU_027015,SPU_013570,0.01019593
SPU_003470,SPU_002320,0.010195514
SPU_026465,SPU_022955_1,0.01019191
SPU_015640,SPU_015456,0.010190108
SPU_002129,SPU_012877,0.010186227
SPU_011576,SPU_014401,0.010184841
SPU_013689,SPU_027235,0.010181653
SPU_027053,SPU_023839,0.01018096
SPU_022163,SPU_006333,0.010173891
SPU_004702,SPU_026385,0.010165851
SPU_005358,SPU_015682,0.010162386
SPU_012645,SPU_028148,0.010156564
SPU_014628,SPU_006197,0.010151296
SPU_018908,SPU_009079_1,0.010151158
SPU_023386,SPU_028148,0.010149079
SPU_004287_1,SPU_007253,0.010143395
SPU_017837,SPU_011226,0.010142841
SPU_007981,SPU_014722,0.010136603
SPU_002632,SPU_002815,0.01013092
SPU_016443,SPU_001113,0.010130227
SPU_010635,SPU_025888,0.010127732
SPU_027053,SPU_007981,0.010126623
SPU_006462,SPU_017511,0.010123712
SPU_006917,SPU_020646,0.010119692
SPU_025010,SPU_030139,0.010117752
SPU_028827,SPU_008112,0.010116781
SPU_015243,SPU_009911,0.010114702
SPU_027053,SPU_010873,0.010113455
SPU_014802,SPU_012699,0.010110405
SPU_011189,SPU_014722,0.010107494
SPU_003166,SPU_003548,0.010105554
SPU_002129,SPU_026205,0.010104583
SPU_000975,SPU_023894,0.010103474
SPU_025113,SPU_011226,0.0100989
SPU_022846,SPU_020803,0.010098761
SPU_014722,SPU_000806,0.010097791
SPU_023037,SPU_015829,0.010097653
SPU_012772,SPU_028148,0.010088504
SPU_017837,SPU_023014,0.010082128
SPU_015358,SPU_022473,0.010080603
SPU_016617,SPU_013967,0.010080326
SPU_011246,SPU_016045,0.010078801
SPU_026633,SPU_014687,0.010078108
SPU_000485,SPU_010634,0.010076445
SPU_008117,SPU_014055,0.010075751
SPU_012253,SPU_006333,0.010074088
SPU_021557,SPU_006333,0.010071732
SPU_021192,SPU_009474,0.010071039
SPU_008117,SPU_000016,0.010070207
SPU_002874,SPU_013904,0.010068128
SPU_022820,SPU_014722,0.010066326
SPU_020124,SPU_011635,0.010063692
SPU_006484,SPU_028120,0.010060781
SPU_013569,SPU_013015,0.010060504
SPU_002791,SPU_013904,0.010058563
SPU_004287,SPU_022916,0.010047474
SPU_023037,SPU_008698,0.010045256
SPU_007262,SPU_014683,0.010044702
SPU_000276,SPU_030073,0.010043177
SPU_023730,SPU_013570,0.010036801
SPU_005572,SPU_015682,0.010036246
SPU_000485,SPU_007147,0.010036108
SPU_001657,SPU_000948,0.010035553
SPU_018391,SPU_018373,0.010035415
SPU_027235,SPU_007721,0.01002987
SPU_008528,SPU_001415,0.010024325
SPU_015719,SPU_016786,0.010023078
SPU_023037,SPU_023839,0.010022108
SPU_027214,SPU_007863,0.010015454
SPU_022049,SPU_028120,0.010014345
SPU_000861,SPU_026962,0.010008801
SPU_023037,SPU_022955_1,0.010007276
SPU_024918,SPU_007644,0.010004365
SPU_022163,SPU_007862,0.009998959
SPU_002634,SPU_021192,0.009997018
SPU_025888,SPU_008353_1,0.009991058
SPU_016786,SPU_015456,0.009990781
SPU_025113,SPU_028093,0.009987315
SPU_027774,SPU_015829,0.009982187
SPU_015712,SPU_014289,0.009978583
SPU_017404_1,SPU_014055,0.009978028
SPU_002320,SPU_002554,0.009977197
SPU_014722,SPU_010698,0.009976226
SPU_008117_1,SPU_020726,0.009975256
SPU_027015,SPU_028148,0.00997387
SPU_021192,SPU_006786,0.009973593
SPU_023730,SPU_008353_1,0.009971097
SPU_008845,SPU_011270,0.009961533
SPU_001998,SPU_007360_1,0.009958761
SPU_004723,SPU_019365,0.009949335
SPU_008112,SPU_028255,0.009948365
SPU_021608,SPU_017750,0.009944345
SPU_017725,SPU_014055,0.009942404
SPU_003704,SPU_010873,0.0099388
SPU_025590,SPU_007862,0.009935889
SPU_006676,SPU_011246,0.009935751
SPU_021608,SPU_020726,0.009934642
SPU_000485,SPU_000948,0.009933949
SPU_019002,SPU_014836,0.009929097
SPU_026763,SPU_013140_1,0.009923691
SPU_009876,SPU_023140,0.009923137
SPU_012491,SPU_004021,0.009910662
SPU_027053,SPU_017441,0.009904008
SPU_019290,SPU_012489,0.009899711
SPU_023037,SPU_001415,0.009899018
SPU_019366,SPU_020803_1,0.009896523
SPU_007262,SPU_012469,0.009880444
SPU_028827,SPU_007087,0.009877533
SPU_021557,SPU_021666,0.009877533
SPU_028827,SPU_007863,0.009877394
SPU_028583,SPU_006484,0.009874622
SPU_005358,SPU_028255,0.009874206
SPU_005358,SPU_001483,0.009873651
SPU_000485,SPU_012699,0.009872127
SPU_025590,SPU_020124,0.009869632
SPU_028120,SPU_020082,0.009866305
SPU_006787,SPU_019366,0.009865057
SPU_007611,SPU_007981,0.009862701
SPU_006753,SPU_022473,0.009861038
SPU_011189,SPU_024555,0.009859236
SPU_016881,SPU_024307,0.009858265
SPU_017470,SPU_013611,0.009854523
SPU_015108,SPU_027598,0.009854107
SPU_012645,SPU_025888,0.009853552
SPU_001262_1,SPU_012877_1,0.009851335
SPU_002816,SPU_018954,0.009833869
SPU_012490,SPU_007721,0.00982874
SPU_024877,SPU_027472,0.009827493
SPU_006991,SPU_020646,0.009827077
SPU_009048,SPU_027472,0.00982375
SPU_025113,SPU_013611,0.009819592
SPU_024918,SPU_022697,0.009813631
SPU_002791,SPU_023839,0.009812245
SPU_026099,SPU_016786,0.009811691
SPU_021210,SPU_028148,0.009811275
SPU_000739,SPU_028255,0.009808087
SPU_019089,SPU_006484,0.009800602
SPU_012008,SPU_007599,0.009799631
SPU_024918,SPU_000603,0.009798661
SPU_024877,SPU_000975,0.009798107
SPU_018483,SPU_028255,0.009775374
SPU_020722,SPU_011635,0.009772463
SPU_021119,SPU_015767,0.009772186
SPU_005572,SPU_024555,0.009764562
SPU_012648,SPU_011226,0.009763037
SPU_014722,SPU_018392,0.009762205
SPU_020722,SPU_007262,0.009761651
SPU_002791,SPU_018355,0.009759294
SPU_015456,SPU_018744,0.009756799
SPU_018391,SPU_003470,0.009747928
SPU_015640,SPU_023894,0.009746681
SPU_001113,SPU_025632,0.009744463
SPU_006803,SPU_004551,0.009741136
SPU_018392,SPU_005737,0.009738225
SPU_012648_1,SPU_009646,0.009737255
SPU_018908,SPU_019089,0.009729908
SPU_012008,SPU_023894,0.009726859
SPU_027053,SPU_014722,0.009724779
SPU_013689_1,SPU_025590,0.009723671
SPU_007644,SPU_001415,0.009723255
SPU_009642,SPU_011272,0.009721175
SPU_005572,SPU_014643,0.009718819
SPU_012699,SPU_023813,0.009717017
SPU_012253,SPU_009685,0.009715908
SPU_002874,SPU_023839,0.009710641
SPU_006484,SPU_007360_1,0.00970773
SPU_017635,SPU_002025,0.009705235
SPU_002791,SPU_010873,0.009700938
SPU_018391,SPU_001415,0.009698581
SPU_001262_2,SPU_006063,0.009697334
SPU_015712,SPU_027472,0.009695948
SPU_009178,SPU_022892,0.009694007
SPU_015374,SPU_020646,0.009693314
SPU_018483,SPU_021210,0.009692482
