Gene 1,Gene 2,Confidence Score
SPU_013015,SPU_010351,0.183950766
SPU_009831,SPU_028030,0.18384736
SPU_015829,SPU_008528,0.183791498
SPU_023366,SPU_000841,0.183552111
SPU_022049,SPU_000756,0.18340116
SPU_023386,SPU_010351,0.183243001
SPU_017404,SPU_024794,0.183150683
SPU_004723,SPU_010698_1,0.183088307
SPU_008117,SPU_003102,0.183080683
SPU_004148,SPU_022153,0.182876088
SPU_016449,SPU_004024,0.182827018
SPU_008117_1,SPU_003102,0.182458581
SPU_012490,SPU_006462,0.18240868
SPU_007981,SPU_028030,0.182195768
SPU_026205,SPU_015374,0.182121609
SPU_028583,SPU_012645,0.182105391
SPU_002874,SPU_003102,0.182069906
SPU_012253,SPU_009911,0.181887628
SPU_028583,SPU_006814,0.18176135
SPU_015358,SPU_011583,0.181536378
SPU_012490,SPU_010351,0.181347585
SPU_010351,SPU_005718,0.181327209
SPU_006991,SPU_006462,0.180986356
SPU_028120,SPU_005718,0.180931603
SPU_011189,SPU_027053,0.180885999
SPU_026205,SPU_010351,0.180304095
SPU_006676,SPU_010351,0.180171025
SPU_014332,SPU_009911,0.179857341
SPU_018483,SPU_010351,0.179708053
SPU_009771,SPU_010351,0.179441774
SPU_021557,SPU_006462,0.179111872
SPU_012384,SPU_009911,0.178766999
SPU_008117_1,SPU_017837,0.178175946
SPU_008117_1,SPU_010698_1,0.178105946
SPU_018954,SPU_008703,0.178089728
SPU_015982,SPU_017106,0.17792852
SPU_006991,SPU_002129,0.177911747
SPU_019290,SPU_014170,0.17784341
SPU_011635,SPU_019024_1,0.177842856
SPU_003166,SPU_010424,0.177799747
SPU_022817,SPU_005572,0.177786994
SPU_022049,SPU_017106,0.177725172
SPU_002791,SPU_003102,0.177502696
SPU_013178,SPU_006676,0.177502141
SPU_026877,SPU_010635,0.177465547
SPU_018483,SPU_006462,0.177459864
SPU_000129,SPU_017106,0.177278556
SPU_014722,SPU_022153,0.177110694
SPU_012648,SPU_010698_1,0.176998971
SPU_004148,SPU_012546,0.176777187
SPU_017837,SPU_003102,0.17673186
SPU_023090,SPU_009642,0.176664355
SPU_002592,SPU_003166,0.176174214
SPU_023037,SPU_027053,0.17607857
SPU_009831,SPU_014793,0.176035738
SPU_012546,SPU_000668,0.175917777
SPU_009178,SPU_010351,0.175750331
SPU_012914,SPU_012546,0.175597162
SPU_014332,SPU_011064,0.175490983
SPU_014722,SPU_008528,0.175423755
SPU_012384,SPU_012546,0.174506404
SPU_000756,SPU_005718,0.174217947
SPU_017407,SPU_016449,0.17421171
SPU_018483,SPU_003166,0.174100541
SPU_016449,SPU_015108,0.173911748
SPU_000424,SPU_006462,0.173894698
SPU_017635,SPU_012786,0.173766202
SPU_021557,SPU_002129,0.173743747
SPU_023037,SPU_019024,0.173531805
SPU_004148,SPU_011064,0.173491884
SPU_023090,SPU_010698,0.173478855
SPU_006462,SPU_010351,0.173443369
SPU_011635,SPU_010424,0.172851485
SPU_003179,SPU_012645,0.172644256
SPU_009642,SPU_010698,0.172512434
SPU_018056,SPU_010698,0.172506335
SPU_021608,SPU_002631,0.172198195
SPU_017470,SPU_019002,0.171931501
SPU_003179,SPU_000757,0.171669796
SPU_002320,SPU_002129,0.171548093
SPU_015358,SPU_000668,0.171024684
SPU_000276,SPU_014170,0.170623673
SPU_020311,SPU_027235,0.170623395
SPU_004723,SPU_017837,0.170603851
SPU_011246,SPU_017106,0.170452484
SPU_014576,SPU_006814,0.170268958
SPU_024139,SPU_005718,0.170039689
SPU_002874,SPU_003704,0.16891608
SPU_021172,SPU_010351,0.168881426
SPU_000756,SPU_010351,0.168880595
SPU_009831,SPU_010698,0.168752099
SPU_026465,SPU_010698,0.168530732
SPU_003470,SPU_019033,0.168180591
SPU_009642,SPU_019033,0.168164651
SPU_014836,SPU_009911,0.16811475
SPU_020311,SPU_012253,0.167857342
SPU_012384,SPU_027235,0.167657322
SPU_008117,SPU_012914,0.167308706
SPU_022163,SPU_002129,0.167059339
SPU_015982,SPU_006814,0.167001536
SPU_008117_1,SPU_012914,0.166988229
SPU_014802,SPU_014170,0.166745238
SPU_005358,SPU_004983,0.166629911
SPU_014793,SPU_019033,0.166615495
SPU_011189,SPU_028030,0.166113156
SPU_015374,SPU_010351,0.166053552
SPU_022820,SPU_009263,0.16598369
SPU_011174,SPU_026418,0.165953333
SPU_021608,SPU_011064,0.165937531
SPU_000485,SPU_014170,0.165934204
SPU_024307,SPU_004414,0.165924086
SPU_012469,SPU_000509,0.165898442
SPU_015772,SPU_014170,0.16565753
SPU_027235,SPU_004414,0.165650183
SPU_022817,SPU_004983,0.165497153
SPU_011189,SPU_019024_1,0.16530032
SPU_020722,SPU_012914,0.165251666
SPU_024903,SPU_003166,0.16517626
SPU_000129,SPU_005718,0.1651563
SPU_006917,SPU_010351,0.165010477
SPU_005358,SPU_009911,0.164720218
SPU_020123,SPU_008703,0.164668931
SPU_014576,SPU_008703,0.164619584
SPU_027472,SPU_014170,0.164589643
SPU_012648,SPU_017837,0.16451396
SPU_008845,SPU_020722,0.164505089
SPU_012491,SPU_005718,0.164274711
SPU_017837,SPU_012914,0.164096592
SPU_002634,SPU_005718,0.164010512
SPU_023090,SPU_019033,0.163733006
SPU_022049,SPU_010351,0.163665916
SPU_022846,SPU_014170,0.163630154
SPU_004702,SPU_018581,0.163557104
SPU_026418,SPU_006814,0.163441777
SPU_024139,SPU_014170,0.163175359
SPU_021608,SPU_020371,0.163169953
SPU_009831,SPU_018680,0.163035636
SPU_012772,SPU_001998,0.16297423
SPU_009831,SPU_012253,0.162898823
SPU_015908,SPU_026418,0.162777397
SPU_018581,SPU_002615,0.162755357
SPU_003704,SPU_019384,0.162721535
SPU_017348,SPU_005718,0.16244694
SPU_013015,SPU_012645,0.162339375
SPU_012491,SPU_017106,0.162298623
SPU_021608,SPU_009911,0.162231117
SPU_005358,SPU_006462,0.1620828
SPU_002129,SPU_004983,0.16204676
SPU_003166,SPU_006462,0.161984245
SPU_003378,SPU_016449,0.161958324
SPU_006421,SPU_012546,0.161904264
SPU_008845,SPU_012914,0.161816383
SPU_018392,SPU_020722,0.161772165
SPU_018391,SPU_009263,0.161722679
SPU_006803,SPU_002603,0.161460143
SPU_004148,SPU_009911,0.161451549
SPU_018355,SPU_019384,0.161269964
SPU_022816,SPU_006462,0.161136756
SPU_007253,SPU_017106,0.161054696
SPU_008752,SPU_026418,0.161009785
SPU_018483,SPU_002129,0.160966676
SPU_023090,SPU_024794,0.160819328
SPU_012384,SPU_025113,0.16048402
SPU_011246,SPU_005718,0.160396415
SPU_004414,SPU_006814,0.160286633
SPU_016443,SPU_014170,0.160091741
SPU_008528,SPU_009263,0.160091463
SPU_005435,SPU_011064,0.160041424
SPU_012384,SPU_007317,0.15995576
SPU_027774,SPU_026110,0.15983364
SPU_025346,SPU_020311,0.159547263
SPU_002815,SPU_006814,0.15954158
SPU_024189,SPU_008703,0.159351678
SPU_026465,SPU_025856,0.159165657
SPU_011635,SPU_028030,0.158938468
SPU_018056,SPU_019384,0.158872071
SPU_017470,SPU_016449,0.158805121
SPU_019002,SPU_025113,0.158732209
SPU_012253,SPU_007317,0.1586471
SPU_025113,SPU_012914,0.158614526
SPU_012648,SPU_018056,0.15857502
SPU_015982,SPU_005718,0.158515139
SPU_028255,SPU_002603,0.158425594
SPU_021172,SPU_002603,0.157974404
SPU_009831,SPU_009642,0.157931988
SPU_026465,SPU_019384,0.15792173
SPU_012253,SPU_012546,0.157897195
SPU_021608,SPU_007317,0.157730581
SPU_012490,SPU_002634,0.157661828
SPU_003102,SPU_017837,0.157358539
SPU_002874,SPU_010698,0.157334698
SPU_005572,SPU_002129,0.15725846
SPU_001998,SPU_006814,0.157206756
SPU_002592,SPU_027235,0.157102657
SPU_027235,SPU_004983,0.157013944
SPU_018355_1,SPU_019384,0.156949211
SPU_004723,SPU_003102,0.156907349
SPU_018355_1,SPU_004807,0.156900973
SPU_003595_1,SPU_016449,0.156836656
SPU_011189,SPU_012914,0.156788695
SPU_025346,SPU_019033,0.156774279
SPU_025584,SPU_000668,0.156739903
SPU_024189,SPU_010351,0.156733804
SPU_018797,SPU_010351,0.156602813
SPU_003704,SPU_025856,0.15656511
SPU_009831,SPU_008117_1,0.156437862
SPU_027053,SPU_026110,0.156408614
SPU_007981,SPU_026110,0.156337366
SPU_014793,SPU_003084,0.156331406
SPU_018355,SPU_025856,0.156293148
SPU_027053,SPU_003102,0.155975998
SPU_002129,SPU_002603,0.155790393
SPU_026633,SPU_006462,0.155741185
SPU_017971,SPU_016449,0.155731621
SPU_007253,SPU_005718,0.155725383
SPU_020123,SPU_006583,0.155622808
SPU_003704,SPU_004807,0.15536748
SPU_018056,SPU_025856,0.155214727
SPU_017404,SPU_011064,0.1551834
SPU_023037,SPU_026110,0.155148469
SPU_025113,SPU_012786,0.155093024
SPU_006814,SPU_017106,0.155006667
SPU_018355,SPU_004807,0.154955379
SPU_020637,SPU_014170,0.154885656
SPU_002791,SPU_003704,0.154794586
SPU_011635,SPU_010698,0.154633794
SPU_008196,SPU_010351,0.154519159
SPU_013689,SPU_025856,0.154496011
SPU_005358,SPU_002603,0.154470922
SPU_027053,SPU_028030,0.154417832
SPU_006462,SPU_002634,0.154271594
SPU_023177,SPU_026418,0.154267851
SPU_015243,SPU_006462,0.153975652
SPU_023090,SPU_019384,0.15379074
SPU_022678,SPU_019384,0.153499927
SPU_026465,SPU_004807,0.153167806
SPU_018483,SPU_002634,0.153044717
SPU_009831,SPU_019033,0.153042776
SPU_002874,SPU_026110,0.153029053
SPU_006753,SPU_006462,0.15292537
SPU_012648_1,SPU_002631,0.152848854
SPU_026205,SPU_002634,0.152762636
SPU_012645,SPU_005718,0.152713151
SPU_002791,SPU_026110,0.152670735
SPU_005718,SPU_000757,0.152602814
SPU_005572,SPU_024794,0.152410555
SPU_006421,SPU_009911,0.15233307
SPU_020123,SPU_015374,0.152209564
SPU_023090,SPU_025856,0.152179762
SPU_009831,SPU_008117,0.152156752
SPU_006421,SPU_011064,0.152129584
SPU_004148,SPU_002631,0.152027563
SPU_012546,SPU_012253,0.152023959
SPU_010295,SPU_012786,0.151983761
SPU_010424,SPU_010403,0.151726631
SPU_011635,SPU_008117_1,0.151639997
SPU_010635,SPU_012645,0.151632789
SPU_018056,SPU_004807,0.151604789
SPU_025346,SPU_012546,0.151348491
SPU_008112,SPU_002603,0.151212926
SPU_002603,SPU_002634,0.151118113
SPU_012648_1,SPU_007317,0.151038271
SPU_003102,SPU_009911,0.150977281
SPU_002791,SPU_010698,0.150970627
SPU_014576,SPU_023177,0.150910746
SPU_007262,SPU_012914,0.150817181
SPU_023177,SPU_006814,0.150816627
SPU_006787,SPU_014170,0.150776983
SPU_006803,SPU_000424,0.150510011
SPU_006312,SPU_003166,0.150239297
SPU_011189,SPU_008117_1,0.150215317
SPU_028255,SPU_006462,0.150165
SPU_007262,SPU_008117_1,0.150031791
SPU_024903,SPU_000424,0.149940306
SPU_024903,SPU_004983,0.149850345
SPU_002603,SPU_023386,0.149786721
SPU_003166,SPU_002129,0.149724899
SPU_022163,SPU_000841,0.149699394
SPU_009771,SPU_005718,0.149570759
SPU_006991,SPU_002603,0.149528898
SPU_024189,SPU_000757,0.149509492
SPU_015374,SPU_012645,0.149335808
SPU_010295,SPU_012914,0.149242243
SPU_006917,SPU_005718,0.149125668
SPU_012490,SPU_023386,0.148782043
SPU_023037,SPU_003102,0.148742538
SPU_004723,SPU_012914,0.14872632
SPU_028255,SPU_010424,0.148582576
SPU_007981,SPU_003704,0.148444655
SPU_014418,SPU_014170,0.148220931
SPU_005572,SPU_011583,0.148211228
SPU_014332,SPU_000841,0.148049049
SPU_002592,SPU_002603,0.147812295
SPU_000757,SPU_012645,0.14779788
SPU_003470,SPU_012546,0.147607146
SPU_006583,SPU_001998,0.147413086
SPU_004148,SPU_007317,0.14722055
SPU_009831,SPU_011583,0.147020668
SPU_000739,SPU_002603,0.146830766
SPU_014793,SPU_008117,0.146681201
SPU_004217,SPU_018680,0.146664013
SPU_007644,SPU_019033,0.146640448
SPU_012648,SPU_026110,0.146594567
SPU_003470,SPU_025584,0.146440289
SPU_006991,SPU_003166,0.146395378
SPU_017725,SPU_000841,0.146382071
SPU_023090,SPU_004807,0.146292387
SPU_009642,SPU_020371,0.146280605
SPU_007599,SPU_014170,0.146141575
SPU_011635,SPU_026110,0.146022505
SPU_000756,SPU_002634,0.146002544
SPU_006814,SPU_005718,0.145883336
SPU_002874,SPU_008117_1,0.145877098
SPU_012914,SPU_009911,0.145868642
SPU_022049,SPU_002634,0.145840642
SPU_027235,SPU_010351,0.145688305
SPU_027214,SPU_015374,0.145661137
SPU_003470,SPU_008117,0.14552571
SPU_015640,SPU_014170,0.145491611
SPU_012648_1,SPU_011064,0.145434086
SPU_003166,SPU_002603,0.145155332
SPU_002816,SPU_014170,0.145139669
SPU_012469,SPU_006753,0.145106956
SPU_025590,SPU_006462,0.145096144
SPU_026633,SPU_010424,0.145068559
SPU_003166,SPU_002634,0.144952262
SPU_008117,SPU_008117_1,0.144879905
SPU_006312,SPU_006462,0.144832776
SPU_022817,SPU_002603,0.144827232
SPU_012914,SPU_012786,0.144796598
SPU_024903,SPU_019002,0.144724657
SPU_024307,SPU_026277,0.144724102
SPU_003595_1,SPU_015108,0.144688201
SPU_017837,SPU_008117_1,0.144606696
SPU_013689,SPU_004807,0.144532537
SPU_025590,SPU_002129,0.144336536
SPU_007262,SPU_027053,0.144289823
SPU_010424,SPU_004983,0.144264179
SPU_015374,SPU_013015,0.144229942
SPU_028255,SPU_002634,0.144156892
SPU_022816,SPU_003166,0.144138733
SPU_018954,SPU_011174,0.144133882
SPU_002874,SPU_018680,0.144132496
SPU_013689,SPU_019384,0.144081208
SPU_012914,SPU_003102,0.143961029
SPU_024189,SPU_002634,0.143906138
SPU_018954,SPU_006583,0.143852356
SPU_026633,SPU_002634,0.143826296
SPU_022678,SPU_004807,0.143799682
SPU_012469,SPU_028827,0.143688097
SPU_013015,SPU_002634,0.143669246
SPU_014576,SPU_012645,0.143460631
SPU_011189,SPU_010698,0.143437066
SPU_002592,SPU_006462,0.14341974
SPU_012648,SPU_027053,0.143414195
SPU_017106,SPU_000757,0.143317858
SPU_002791,SPU_008117_1,0.143087481
SPU_021557,SPU_004983,0.143057678
SPU_027235,SPU_013015,0.143050609
SPU_003102,SPU_012914,0.143014569
SPU_028120,SPU_017106,0.14294346
SPU_006676,SPU_002634,0.142900628
SPU_007611,SPU_012914,0.142767281
SPU_006462,SPU_004983,0.142766172
SPU_004217,SPU_019384,0.142623122
SPU_007644,SPU_018680,0.142544805
SPU_009642,SPU_019384,0.142335081
SPU_028583,SPU_010635,0.14220007
SPU_002874,SPU_019033,0.14216112
SPU_026099,SPU_014170,0.142062565
SPU_002874,SPU_008117,0.142024446
SPU_003179,SPU_010635,0.141988406
SPU_005358,SPU_009756,0.14183995
SPU_014793,SPU_002615,0.141793098
SPU_000739,SPU_006462,0.141686919
SPU_003470,SPU_008117_1,0.141669593
SPU_019002,SPU_002129,0.141602365
SPU_024877,SPU_014170,0.141561335
SPU_011174,SPU_001998,0.141536245
SPU_016881,SPU_000276,0.141516285
SPU_008528,SPU_026110,0.141304621
SPU_023386,SPU_002634,0.141174046
SPU_018056,SPU_008117,0.141156442
SPU_025346,SPU_008117_1,0.14114355
SPU_009831,SPU_025584,0.141030302
SPU_009642,SPU_008117,0.140945193
SPU_011635,SPU_008117,0.140817945
SPU_022817,SPU_018483,0.140797707
SPU_023090,SPU_008117,0.140732558
SPU_008752,SPU_001998,0.140729232
SPU_020123,SPU_000756,0.140667825
SPU_005358,SPU_000756,0.140598934
SPU_002592,SPU_005572,0.140353448
SPU_002129,SPU_003166,0.140324754
SPU_009642,SPU_004807,0.140299388
SPU_004723,SPU_008117_1,0.140272497
SPU_006462,SPU_023386,0.140219546
SPU_012772,SPU_006814,0.140215665
SPU_024307,SPU_015374,0.140088971
SPU_003179,SPU_002634,0.139953267
SPU_018391,SPU_026110,0.139945228
SPU_002603,SPU_013015,0.139859841
SPU_026465,SPU_008117,0.139699326
SPU_012645,SPU_017106,0.139574434
SPU_006917,SPU_002634,0.139557246
SPU_008117_1,SPU_012786,0.139204195
SPU_014332,SPU_012914,0.139168016
SPU_020123,SPU_026418,0.139133778
SPU_024139,SPU_017106,0.13910259
SPU_019002,SPU_002603,0.13907362
SPU_011189,SPU_026110,0.13895358
SPU_016449,SPU_015456,0.138811084
SPU_018581,SPU_008117_1,0.138667063
SPU_012914,SPU_011064,0.138659855
SPU_024903,SPU_006803,0.138634627
SPU_026633,SPU_002603,0.138502944
SPU_022678,SPU_023090,0.138362804
SPU_024189,SPU_026277,0.13834423
SPU_002791,SPU_018680,0.13833328
SPU_001262_2,SPU_019384,0.138092645
SPU_007262,SPU_010295,0.137753455
SPU_028255,SPU_023386,0.137717277
SPU_018483,SPU_004983,0.137657811
SPU_012648,SPU_003102,0.13760389
SPU_003704,SPU_023090,0.137596682
SPU_018391,SPU_010698_1,0.137556206
SPU_012699,SPU_014170,0.137514899
SPU_011576,SPU_014170,0.137471097
SPU_014793,SPU_004807,0.137408582
SPU_006421,SPU_002631,0.137401235
SPU_003470,SPU_025856,0.137391117
SPU_028827,SPU_002603,0.137303789
SPU_018056,SPU_023090,0.13723573
SPU_014401,SPU_014170,0.136811292
SPU_020722,SPU_017837,0.136666301
SPU_009831,SPU_012914,0.136656321
SPU_003166,SPU_023386,0.136524083
SPU_012648,SPU_008117_1,0.136422755
SPU_007981,SPU_010698,0.136404042
SPU_017635,SPU_002129,0.13622024
SPU_008117_1,SPU_009911,0.136144833
SPU_024903,SPU_010722,0.135948417
SPU_022820,SPU_018056,0.135907802
SPU_027235,SPU_002603,0.135862614
SPU_012772,SPU_023177,0.135845703
SPU_006991,SPU_000424,0.135796634
SPU_011202,SPU_014170,0.135789287
SPU_009642,SPU_024794,0.135754218
SPU_027235,SPU_010403,0.135693782
SPU_006421,SPU_007317,0.135642633
SPU_003179,SPU_013015,0.135626276
SPU_002791,SPU_008117,0.135583029
SPU_018483,SPU_023386,0.135566118
SPU_024307,SPU_001998,0.135537563
SPU_008117_1,SPU_011064,0.135470335
SPU_021172,SPU_013015,0.135437206
SPU_025346,SPU_025584,0.135292077
SPU_013689_1,SPU_027235,0.1352577
SPU_028827,SPU_003166,0.135147779
SPU_019002,SPU_006676,0.13503065
SPU_009876,SPU_023177,0.134642252
SPU_017725,SPU_002129,0.134555618
SPU_028583,SPU_002634,0.134551875
SPU_026633,SPU_023386,0.134544944
SPU_011189,SPU_008117,0.134531499
SPU_024189,SPU_023386,0.134440984
SPU_004217,SPU_026110,0.134437518
SPU_017725,SPU_009911,0.134178586
SPU_023894,SPU_014170,0.134154467
SPU_000975,SPU_014170,0.134093754
SPU_027214,SPU_008703,0.133634247
SPU_025346,SPU_012253,0.133576445
SPU_022820,SPU_026110,0.133392087
SPU_018355_1,SPU_002615,0.133361315
SPU_018355,SPU_023090,0.133257631
SPU_008117,SPU_012786,0.13322575
SPU_009831,SPU_010295,0.133037927
SPU_024093,SPU_016881,0.132971392
SPU_004723,SPU_010295,0.132930224
SPU_023177,SPU_000757,0.132893352
SPU_020311,SPU_002631,0.132806857
SPU_012546,SPU_012786,0.132780659
SPU_005358,SPU_018581,0.132717035
SPU_028255,SPU_013015,0.132711213
SPU_018581,SPU_004024,0.132608361
SPU_014793,SPU_011189,0.132562757
SPU_006786,SPU_014170,0.132559984
SPU_004217,SPU_023090,0.132405845
SPU_012469,SPU_000424,0.132303132
SPU_027053,SPU_010698,0.132211369
SPU_006808,SPU_009911,0.132108655
SPU_012772,SPU_026418,0.132100477
SPU_008528,SPU_010698_1,0.131983209
SPU_013689,SPU_002615,0.13184404
SPU_012648_1,SPU_009911,0.13182602
SPU_015358,SPU_012546,0.131680752
SPU_017837,SPU_012786,0.131645822
SPU_000739,SPU_003166,0.131533682
SPU_012491,SPU_012645,0.131489464
SPU_017837,SPU_009911,0.131473108
SPU_007981,SPU_008117_1,0.131397009
SPU_015243,SPU_003166,0.13115873
SPU_002815,SPU_017106,0.131121166
SPU_018581,SPU_026465,0.131098433
SPU_007262,SPU_014332,0.131083047
SPU_023037,SPU_008117,0.130980333
SPU_008752,SPU_006583,0.130898273
SPU_025590,SPU_003166,0.130843521
SPU_006312,SPU_004983,0.130833956
SPU_003102,SPU_011064,0.130693956
SPU_007644,SPU_025856,0.130652371
SPU_004217,SPU_025856,0.130137141
SPU_025590,SPU_004983,0.129917437
SPU_007981,SPU_018680,0.129906486
SPU_014793,SPU_022633,0.129661832
SPU_012384,SPU_012914,0.129611792
SPU_026465,SPU_023090,0.129388484
SPU_006462,SPU_002603,0.129307533
SPU_026205,SPU_012645,0.129305593
SPU_020311,SPU_007317,0.129185414
SPU_022820,SPU_028030,0.129082562
SPU_015719,SPU_014170,0.129020878
SPU_014576,SPU_000757,0.129013532
SPU_025346,SPU_022633,0.128923294
SPU_027235,SPU_023386,0.128915531
SPU_013119,SPU_014170,0.128849828
SPU_004217,SPU_004807,0.128788838
SPU_012253,SPU_025113,0.128706916
SPU_017635,SPU_009911,0.12870456
SPU_020722,SPU_010698_1,0.128692778
SPU_012648_1,SPU_006753,0.128652995
SPU_025632,SPU_014170,0.128487074
SPU_025113,SPU_009911,0.128458242
SPU_018581,SPU_011189,0.128442856
SPU_023366,SPU_009911,0.128442163
SPU_002320,SPU_009911,0.128426361
SPU_018581,SPU_004287_1,0.128421232
SPU_017837,SPU_014332,0.128420816
SPU_002815,SPU_005718,0.128395588
SPU_014793,SPU_008117_1,0.128286498
SPU_006676,SPU_012645,0.128152735
SPU_010295,SPU_019024_1,0.128090359
SPU_011189,SPU_018680,0.128085923
SPU_012253,SPU_002129,0.128072755
SPU_026465,SPU_002615,0.128028398
SPU_017635,SPU_004983,0.127910576
SPU_011189,SPU_019033,0.12787218
SPU_027214,SPU_001998,0.12760105
SPU_006991,SPU_004983,0.127596753
SPU_019002,SPU_004983,0.127591208
SPU_009642,SPU_002615,0.127539782
SPU_011635,SPU_019033,0.127516495
SPU_027053,SPU_008117,0.127508455
SPU_017837,SPU_011064,0.127235107
SPU_014793,SPU_026465,0.127213622
SPU_009642,SPU_011189,0.127149859
SPU_023037,SPU_010698,0.127083324
SPU_018355_1,SPU_026465,0.127079305
SPU_004148,SPU_012914,0.126987819
SPU_021608,SPU_000668,0.126947344
SPU_007262,SPU_010698,0.126896056
SPU_026763,SPU_010403,0.12684269
SPU_025346,SPU_010295,0.126796808
SPU_008117,SPU_019024_1,0.126735818
SPU_002603,SPU_013086,0.12671059
SPU_017837,SPU_010295,0.126649461
SPU_008117,SPU_010295,0.126565045
SPU_024918,SPU_027362,0.126434747
SPU_020311,SPU_011064,0.126414648
SPU_011189,SPU_010295,0.126178726
SPU_007644,SPU_019384,0.125996309
SPU_008112,SPU_006462,0.125902051
SPU_004414,SPU_009771,0.125841615
SPU_012384,SPU_009155,0.125789081
SPU_012648_1,SPU_000861,0.125715338
SPU_006462,SPU_010403,0.125605555
SPU_008117_1,SPU_014332,0.125411217
SPU_015374,SPU_002634,0.125351474
SPU_008117,SPU_014332,0.125335395
SPU_022820,SPU_027053,0.125101275
SPU_009831,SPU_025856,0.125058859
SPU_018392,SPU_026110,0.124753214
SPU_012253,SPU_003166,0.12453448
SPU_013015,SPU_023386,0.124161053
SPU_007262,SPU_019024_1,0.123861784
SPU_027774,SPU_003102,0.123673546
SPU_005358,SPU_012384,0.123523149
SPU_018392,SPU_009263,0.123447465
SPU_021608,SPU_012546,0.123300811
SPU_020722,SPU_003102,0.123235246
SPU_025113,SPU_014332,0.123136969
SPU_007262,SPU_008117,0.123083186
SPU_025584,SPU_002615,0.123065721
SPU_021172,SPU_002634,0.122925582
